ID,lat,lon
34577,40.74911258,-74.1817825
14572,40.78022899,-74.1724559
43672,40.7428303,-74.2288483
34576,40.74903862,-74.1817067
45311,40.74026664,-74.2348698
34601,40.74853464,-74.1820339
14813,40.78359319,-74.1692246
34588,40.74757813,-74.1821659
14850,40.78205739,-74.1701034
34578,40.74887522,-74.1818153
14800,40.78292574,-74.1706605
44740,40.74255944,-74.2316225
34579,40.74877643,-74.1818777
14815,40.78339467,-74.1694057
44665,40.74232506,-74.2306152
34581,40.74833812,-74.1817598
14799,40.78302177,-74.1706098
44846,40.74136258,-74.2329093
34584,40.74803739,-74.1819517
14801,40.78282986,-74.1707107
44676,40.74177913,-74.2310889
34582,40.74823841,-74.1818235
14846,40.78320878,-74.1698903
44686,40.7410819,-74.2314945
34583,40.74813822,-74.1818886
14845,40.78311294,-74.1699402
43877,40.74302143,-74.229721
34600,40.74843372,-74.1820943
14844,40.78301716,-74.1699901
44673,40.74196736,-74.2309767
34572,40.74851306,-74.1816453
14802,40.78273409,-74.1707605
34571,40.74861655,-74.1815784
14843,40.78292142,-74.1700401
44796,40.74244807,-74.2312878
34597,40.74820426,-74.182249
14842,40.78282572,-74.1700901
34596,40.74809401,-74.1823203
14826,40.78234199,-74.1699549
44806,40.74282583,-74.2324565
34570,40.74872887,-74.1815148
14803,40.78263839,-74.1708103
34587,40.74776302,-74.182098
14805,40.78244703,-74.1709101
34569,40.74886794,-74.1813237
14841,40.78273006,-74.1701401
45361,40.74157843,-74.2353874
14804,40.78254271,-74.1708602
45256,40.7410806,-74.2348787
14816,40.78329846,-74.1694554
44577,40.74016732,-74.2342324
14840,40.78263443,-74.1701901
45187,40.74304657,-74.2339523
14839,40.78253884,-74.1702402
44873,40.74341626,-74.2319395
34617,40.74763317,-74.1815761
14614,40.78049199,-74.1729404
34616,40.74725343,-74.1814285
14818,40.78310743,-74.1695547
43897,40.74145511,-74.2302301
14827,40.78224625,-74.1700047
44736,40.74272678,-74.231375
34609,40.7484829,-74.1805171
14825,40.78243764,-74.1699045
44682,40.74133566,-74.2313477
34614,40.74743738,-74.1813109
14819,40.78301159,-74.1696046
14824,40.78253319,-74.1698545
43908,40.74165539,-74.2298292
14837,40.78231661,-74.1703564
14823,40.78262879,-74.1698045
43906,40.74119216,-74.2300029
34605,40.74867303,-74.1809042
14820,40.78291582,-74.1696545
34606,40.74862741,-74.1808084
14822,40.78272442,-74.1697545
43726,40.74303837,-74.2286551
14821,40.7828201,-74.1697045
43686,40.74181402,-74.2292738
34618,40.74740112,-74.1815792
14836,40.78222111,-74.1704063
14835,40.78212565,-74.1704562
43965,40.74025203,-74.230581
14613,40.78058717,-74.1728901
43964,40.74018506,-74.2305985
14817,40.78320276,-74.1695045
44007,40.73980915,-74.2296219
14814,40.78348885,-74.169352
43708,40.74169033,-74.2289677
14828,40.78215276,-74.1700536
44544,40.73967729,-74.234583
44565,40.73911606,-74.2334865
15986,40.78485415,-74.1696537
44548,40.73967599,-74.2342472
34623,40.74777185,-74.180409
15984,40.78503277,-74.1695605
44563,40.73901544,-74.2332997
34627,40.74806723,-74.1802281
44559,40.7392656,-74.2331517
44561,40.73914055,-74.2332258
15989,40.78458624,-74.1697935
44566,40.73914426,-74.233568
44557,40.73939067,-74.2330779
15988,40.78467554,-74.1697469
44558,40.73932816,-74.2331148
44567,40.73917278,-74.2336505
15987,40.78476485,-74.1697003
34488,40.74928251,-74.1835301
14832,40.78182762,-74.1706147
44550,40.7396162,-74.2340726
14565,40.78039327,-74.1719816
44551,40.73958031,-74.233967
34485,40.74942424,-74.1834382
14831,40.7817905,-74.1705017
44574,40.73971153,-74.2343431
34406,40.74770646,-74.1840903
14566,40.78030834,-74.1720259
14557,40.78135741,-74.1714779
44552,40.73954175,-74.2338536
34536,40.74891525,-74.1837712
14567,40.78022384,-74.17207
44569,40.73923522,-74.2338357
44553,40.73950053,-74.2337323
34527,40.74880405,-74.1838429
44572,40.7393754,-74.2342482
34528,40.74884108,-74.1838188
44571,40.73933333,-74.2341245
34535,40.74887815,-74.1837947
14765,40.78070461,-74.1752081
44573,40.73941781,-74.2343722
34510,40.74850464,-74.1836539
44554,40.73945805,-74.2336083
44555,40.73941456,-74.2334784
34509,40.74854256,-74.1836321
44570,40.73928427,-74.2339801
34530,40.74902734,-74.1837328
44888,40.74294955,-74.2303448
34534,40.74893913,-74.1833596
44882,40.74334219,-74.230196
44883,40.7432768,-74.2302209
22216,40.74713266,-74.1877276
44885,40.7431458,-74.2302713
44892,40.74268637,-74.2304468
22229,40.74714588,-74.1877861
22217,40.74715914,-74.1878447
44886,40.7430802,-74.2302967
34424,40.74658159,-74.1848851
44891,40.74275194,-74.2304222
34423,40.74662975,-74.1848548
44881,40.74340807,-74.2301718
44887,40.74301455,-74.230322
34426,40.74648443,-74.1849481
44890,40.74281755,-74.2303974
34422,40.74667811,-74.1848234
44905,40.74355523,-74.2311677
34425,40.74653347,-74.1849171
44899,40.74305782,-74.2311035
34421,40.74672694,-74.1847918
34529,40.74897266,-74.1837678
44894,40.74283455,-74.2306266
34515,40.74822574,-74.1837846
34504,40.74898823,-74.1833391
44910,40.74338965,-74.2306061
34516,40.74825618,-74.1838589
44893,40.7426016,-74.2304329
34513,40.7483712,-74.1837402
34533,40.74917535,-74.1835999
44901,40.74315459,-74.2312551
34514,40.74820102,-74.183706
44908,40.74339885,-74.230794
22136,40.74566149,-74.1881032
15875,40.78302627,-74.1654351
44904,40.74347238,-74.2312018
34517,40.74828665,-74.1839362
44903,40.74337129,-74.2312352
15757,40.78389126,-74.1625959
44896,40.74301796,-74.230742
34512,40.74842349,-74.1837071
44911,40.74326643,-74.2305545
34532,40.74912259,-74.1836343
15772,40.78451515,-74.1628053
44897,40.74302119,-74.2308552
34486,40.74938007,-74.1834668
34487,40.74932576,-74.183502
15796,40.78434526,-74.163536
44902,40.74319958,-74.2313965
22156,40.74630001,-74.1887751
15773,40.78458037,-74.1630421
44898,40.74310279,-74.2309985
15927,40.78497931,-74.168747
45147,40.74353812,-74.2327117
22135,40.74569259,-74.1882
15886,40.78355989,-74.1656633
45156,40.74356343,-74.2330784
34404,40.74786359,-74.1840488
15775,40.78472131,-74.1633865
45149,40.74328397,-74.2328251
34555,40.74801115,-74.1831569
15768,40.78428317,-74.1622389
45140,40.74422402,-74.2325264
15769,40.78433751,-74.1623577
45153,40.74317865,-74.2332082
34559,40.74812733,-74.1834589
15774,40.78465334,-74.1632195
45143,40.74390422,-74.232627
15767,40.7842206,-74.1621203
45162,40.74403819,-74.2329976
15928,40.78494237,-74.1686243
15929,40.78490696,-74.1685068
45144,40.74380294,-74.2326493
15930,40.78487155,-74.1683893
45142,40.74400325,-74.2325931
34518,40.74833295,-74.1840026
15931,40.78483614,-74.1682718
45151,40.74308816,-74.2329586
34556,40.74803779,-74.1832307
15932,40.78479971,-74.168155
45163,40.74414264,-74.2329914
15758,40.7840069,-74.1627367
45150,40.74317864,-74.2328973
6746,40.74584257,-74.187363
45141,40.74410474,-74.2325523
15825,40.7838533,-74.1644136
45155,40.7434275,-74.2331118
15803,40.78369518,-74.1638992
45154,40.7433268,-74.233149
15826,40.78396858,-74.1643287
45161,40.74395264,-74.2330057
6745,40.74581679,-74.1872798
15759,40.78407121,-74.1628885
45145,40.74371856,-74.2326692
34524,40.74865637,-74.1839386
15888,40.78372851,-74.165571
34558,40.74809908,-74.1833847
15766,40.78415808,-74.1620017
34525,40.74871782,-74.1838988
15934,40.78471116,-74.1679259
45159,40.74381545,-74.2330321
34552,40.74818228,-74.1828923
15770,40.7843847,-74.1624694
15804,40.78356864,-74.1636798
45164,40.74422858,-74.2329784
34523,40.74859451,-74.1839778
6744,40.74579101,-74.1871967
15792,40.78445346,-74.1626932
45166,40.74417403,-74.2327607
34551,40.74824385,-74.1828527
15765,40.7840959,-74.1618838
45157,40.74368201,-74.233057
34411,40.74742277,-74.1843515
15925,40.78504082,-74.1689588
34409,40.74754549,-74.1842721
15924,40.7849375,-74.1690127
34408,40.74760688,-74.1842324
15926,40.78514214,-74.168898
43243,40.74453467,-74.2230371
15753,40.78379564,-74.162235
15793,40.78419525,-74.163183
34407,40.74766845,-74.1841929
15752,40.7837427,-74.1621077
43618,40.74426699,-74.2273662
15751,40.78368971,-74.1619816
22227,40.74764816,-74.1881057
15764,40.78403321,-74.1617646
34522,40.74853191,-74.1840171
15777,40.78483863,-74.1636027
22228,40.74771154,-74.1880633
15771,40.78440982,-74.1625847
43546,40.74460235,-74.2253858
34561,40.74829765,-74.1832004
15790,40.78538885,-74.1649496
42728,40.7446939,-74.221058
34562,40.74835921,-74.1831608
15779,40.78492187,-74.1638092
43543,40.74443004,-74.2255242
15778,40.78487939,-74.1637063
43560,40.74451642,-74.2254563
15780,40.78496336,-74.1639131
43544,40.74447389,-74.2254923
43545,40.74456122,-74.2254237
34560,40.74823519,-74.1832392
15781,40.78500542,-74.1640163
34538,40.74944124,-74.1824797
15776,40.78479839,-74.1635024
34539,40.74940428,-74.1824038
15782,40.78504698,-74.1641201
43537,40.74400343,-74.2258691
15783,40.78508868,-74.1642233
43657,40.74244519,-74.2280563
34557,40.74807016,-74.1833062
15784,40.78513066,-74.1643261
43666,40.74171852,-74.2283322
34553,40.74811869,-74.1829319
15785,40.78517197,-74.1644292
43561,40.74438798,-74.2255655
15882,40.78327543,-74.1658123
34540,40.74936698,-74.1823275
15786,40.7852133,-74.1645318
34489,40.7492339,-74.1835617
15812,40.78447784,-74.1638525
15787,40.785255,-74.164634
15823,40.78402624,-74.1646379
15814,40.78456907,-74.1640666
42772,40.74227009,-74.2233833
15788,40.78529634,-74.1647369
43530,40.74359618,-74.2262028
34541,40.74932738,-74.1822498
15789,40.78533842,-74.1648401
15831,40.78437113,-74.1640359
15761,40.78382225,-74.1629804
34405,40.74782888,-74.1839599
15817,40.78448483,-74.1643038
15797,40.78419182,-74.1636097
42798,40.74152616,-74.2222521
15805,40.78365428,-74.1640018
15824,40.7839475,-74.1646964
43175,40.7422726,-74.2239965
22149,40.74628733,-74.1878398
15802,40.78380826,-74.1638883
34542,40.74928817,-74.1821649
15821,40.78417807,-74.1645266
15801,40.78388495,-74.1638323
15760,40.78390579,-74.1629375
43366,40.74227198,-74.2262003
15830,40.78429329,-74.1640925
43232,40.74451994,-74.2225564
15820,40.78425451,-74.1644711
34403,40.7478649,-74.1841529
43387,40.74075685,-74.2273797
15819,40.78433083,-74.1644157
43655,40.74258048,-74.2280048
15829,40.7842169,-74.1641479
43621,40.74408669,-74.2274343
22129,40.74592948,-74.189058
15818,40.78440717,-74.1643603
15799,40.78403776,-74.1637215
43210,40.74214507,-74.2244604
15827,40.78406426,-74.1642588
22132,40.7457641,-74.1885621
15828,40.7841406,-74.1642032
43453,40.74329185,-74.225808
43626,40.74362553,-74.2276085
15754,40.78362768,-74.1622744
15811,40.78408139,-74.1633497
15822,40.78410319,-74.1645813
43628,40.74349391,-74.2276582
34493,40.74978442,-74.1832069
15876,40.78302079,-74.1655968
43629,40.74342813,-74.227683
22150,40.74621679,-74.1878753
15877,40.78304641,-74.1656835
34492,40.749698,-74.1832621
15878,40.78307254,-74.1657698
43630,40.74336236,-74.2277077
34491,40.74961163,-74.1833174
15881,40.78315077,-74.1660257
43277,40.7413491,-74.2255886
34500,40.74929327,-74.1831406
15810,40.78400352,-74.1634063
43659,40.74232202,-74.2281028
34501,40.74920612,-74.1831971
15887,40.78364875,-74.165617
34494,40.74987504,-74.1831579
15806,40.78369789,-74.1636282
15809,40.78392711,-74.1634616
43632,40.74323088,-74.2277572
34498,40.74946775,-74.183028
15879,40.78309831,-74.1658557
34497,40.74955508,-74.1829719
15807,40.78377441,-74.1635724
43231,40.74443297,-74.2226254
34502,40.74911891,-74.1832542
15808,40.78385078,-74.1635169
34496,40.74964248,-74.182916
15763,40.78396747,-74.1616566
34495,40.74973372,-74.1828684
15880,40.78312397,-74.1659407
43460,40.74332155,-74.2253576
6733,40.74554848,-74.1862535
15795,40.78428156,-74.1633855
43413,40.74218383,-74.2266995
6732,40.74552129,-74.1861706
15868,40.78270658,-74.1645598
6734,40.7455757,-74.1863364
15794,40.78424215,-74.1632925
6731,40.74549415,-74.1860877
15762,40.78371874,-74.1627272
43606,40.74520626,-74.227004
6735,40.74560295,-74.1864193
15869,40.78268103,-74.1644755
43607,40.74514025,-74.2270292
6736,40.74563023,-74.1865021
15863,40.78288967,-74.1651713
6737,40.74565752,-74.1865849
6738,40.74568482,-74.1866677
15866,40.7828066,-74.1648948
43408,40.74183228,-74.226982
15864,40.78286383,-74.1650871
43365,40.74232925,-74.2261558
15883,40.7833378,-74.1657789
43604,40.74533823,-74.2269535
43609,40.74500819,-74.2270794
43584,40.74242681,-74.2271383
34490,40.7495223,-74.1833763
15113,40.78205524,-74.164531
43225,40.74381876,-74.2231176
6722,40.74591281,-74.1855348
15910,40.78360492,-74.1671807
43148,40.74450296,-74.2222185
6721,40.74599615,-74.1854929
15062,40.78103603,-74.1655865
6720,40.74607949,-74.1854511
15108,40.78188469,-74.1645205
43224,40.74373084,-74.2231881
15035,40.78099363,-74.1656086
43201,40.74135184,-74.225095
15917,40.78381007,-74.1685378
43602,40.74547012,-74.2269028
6719,40.74616371,-74.1853999
15109,40.78192829,-74.1644991
43200,40.74126394,-74.2251654
15107,40.7818416,-74.1645459
43242,40.74459101,-74.2229894
34506,40.74875503,-74.1834922
15093,40.78086195,-74.1650558
43199,40.74117601,-74.2252359
34507,40.7486494,-74.1835608
15092,40.78081663,-74.1650795
43203,40.7415282,-74.2249536
22155,40.74625928,-74.1886532
15110,40.7819733,-74.1644751
43586,40.74254157,-74.2270457
22153,40.74625859,-74.1883998
15106,40.78179526,-74.1645691
43204,40.74161617,-74.2248831
15094,40.78090817,-74.1650317
43205,40.74170416,-74.2248125
15064,40.78217092,-74.1644208
43198,40.74108804,-74.2253064
15063,40.78219659,-74.1645044
43206,40.74179215,-74.224742
15167,40.7812831,-74.1634264
34568,40.74895965,-74.1827746
15061,40.78108346,-74.1655625
43207,40.74188016,-74.2246715
6747,40.74588467,-74.1874935
15091,40.78076757,-74.1651051
43208,40.74196819,-74.2246009
15033,40.78113576,-74.1655341
43195,40.740912,-74.2254475
15032,40.78118866,-74.1655064
43197,40.74100004,-74.225377
6718,40.74611039,-74.1857353
15105,40.78174493,-74.1645947
22133,40.74571809,-74.1884319
42766,40.74295837,-74.222238
34505,40.74887772,-74.1834497
15024,40.78180885,-74.1651826
43218,40.74302617,-74.2237529
43226,40.7439065,-74.2230467
15112,40.78071042,-74.1651349
43279,40.74117287,-74.2257296
15013,40.78240056,-74.165309
15157,40.78156029,-74.1636235
43598,40.7457335,-74.2268011
6717,40.74614515,-74.185881
43271,40.74187379,-74.2251674
14294,40.778874,-74.167724
43582,40.7423117,-74.2272308
14999,40.78153206,-74.1667259
14240,40.77986658,-74.166586
43227,40.74399409,-74.222976
6723,40.74587341,-74.185725
43202,40.7414399,-74.2250241
6724,40.74579124,-74.1857692
15043,40.78088234,-74.1660556
42761,40.74283592,-74.2217204
15089,40.7805705,-74.1652079
43150,40.74438595,-74.2223128
15042,40.78081884,-74.1660886
43558,40.74529401,-74.2248324
43362,40.74250795,-74.2260127
14982,40.78143099,-74.1663903
43247,40.74406821,-74.2234086
14996,40.78134107,-74.1668256
43415,40.74229971,-74.2266055
14292,40.77900113,-74.1676578
15045,40.78100944,-74.1659892
43597,40.74579929,-74.2267756
6725,40.74570773,-74.1858483
14997,40.78140465,-74.1667924
43496,40.74453193,-74.2258688
15044,40.78094583,-74.1660223
43275,40.74152497,-74.2254467
43282,40.74089949,-74.2259483
14280,40.78002815,-74.1671227
14977,40.78187725,-74.1661571
43485,40.74523362,-74.2253044
15099,40.78128374,-74.1648355
43486,40.74517526,-74.2253514
14314,40.77997031,-74.1681616
15100,40.78134754,-74.1648022
43488,40.74505847,-74.2254454
14970,40.78253814,-74.1657644
43489,40.74500004,-74.2254924
15101,40.78141139,-74.1647688
15916,40.78380686,-74.1683728
15027,40.78161982,-74.1652816
43490,40.74494157,-74.2255394
15026,40.78168374,-74.1652482
43233,40.74460679,-74.2224851
15102,40.78147528,-74.1647355
43491,40.74488309,-74.2255864
15025,40.7817477,-74.1652149
42995,40.73959856,-74.2231761
14236,40.77961067,-74.1667194
43260,40.74292662,-74.2243238
15020,40.78206276,-74.1650504
43483,40.74535035,-74.2252104
14238,40.77973898,-74.1666522
43663,40.74198938,-74.228229
14973,40.78232542,-74.1659229
43557,40.7452361,-74.2248791
14282,40.77983651,-74.1672226
43492,40.74482457,-74.2256334
14998,40.78146842,-74.1667591
42763,40.74287636,-74.2218927
14290,40.77912898,-74.1675913
43524,40.74318438,-74.2265265
14925,40.78301828,-74.1679703
43493,40.74476602,-74.2256804
15022,40.78193465,-74.1651173
43936,40.741094,-74.2285707
15019,40.78212684,-74.1650171
34469,40.74913058,-74.1846
15021,40.78199875,-74.1650839
34483,40.74920524,-74.1845519
15054,40.78177797,-74.1655877
43494,40.74470744,-74.2257274
34470,40.74916816,-74.1845772
34474,40.74942561,-74.1844231
34482,40.75001176,-74.1840326
15095,40.78096368,-74.1650021
43409,40.74188982,-74.2269346
34473,40.74938365,-74.1844486
14972,40.78238971,-74.1658895
43555,40.7451199,-74.2249727
34453,40.74900811,-74.1842933
15894,40.78353581,-74.1666903
43935,40.74102753,-74.2285958
34450,40.74917878,-74.1841816
14924,40.78295423,-74.1680035
43526,40.74330217,-74.226432
15055,40.78184202,-74.1655542
43272,40.74178716,-74.2252373
34444,40.74957883,-74.1839195
15056,40.7819061,-74.1655208
34451,40.74912217,-74.1842139
14857,40.78292509,-74.1686404
34458,40.74871347,-74.1844834
43532,40.74371333,-74.2261017
15903,40.78356426,-74.1662878
14284,40.77970819,-74.1672895
43474,40.7447246,-74.2242306
15015,40.78235073,-74.1651429
43434,40.74504309,-74.2243983
15904,40.78349986,-74.1663207
43473,40.74466621,-74.2242776
43435,40.74498478,-74.2244452
34452,40.74906605,-74.1842597
43436,40.74492645,-74.2244921
34455,40.74889755,-74.1843655
15902,40.7836284,-74.1662539
43472,40.74460782,-74.2243246
15895,40.78360009,-74.1666568
43554,40.74506171,-74.2250196
34457,40.74877465,-74.1844456
34442,40.74970245,-74.1838384
14286,40.77957947,-74.1673566
34472,40.7493275,-74.1844716
15014,40.78237587,-74.1652268
43437,40.7448681,-74.224539
15905,40.78343553,-74.1663542
34446,40.74944742,-74.1840056
15023,40.78187051,-74.1651511
43439,40.74475137,-74.224633
34447,40.74938361,-74.1840474
15897,40.78379385,-74.1665557
43440,40.744693,-74.2246799
43470,40.74449101,-74.2244186
15066,40.78206225,-74.1641863
43442,40.74457621,-74.2247739
34478,40.74969209,-74.1842321
34479,40.74975576,-74.1841902
34448,40.74931271,-74.1840764
14267,40.77929365,-74.1678934
43469,40.7444326,-74.2244656
34477,40.74962816,-74.1842737
15060,40.78222746,-74.1653531
34439,40.75000258,-74.1836301
14234,40.77948197,-74.1667861
14315,40.77990622,-74.1681958
43444,40.7444594,-74.2248679
34476,40.74956309,-74.1843211
34445,40.74951505,-74.1839615
14232,40.77935283,-74.1668533
43468,40.74437418,-74.2245126
34471,40.74926028,-74.1845158
43446,40.74434254,-74.2249619
34440,40.74995292,-74.18355
14230,40.77922345,-74.1669204
43520,40.742949,-74.2267161
34449,40.74925102,-74.1841492
14971,40.7825127,-74.1656805
43401,40.74130506,-74.2274045
43467,40.74431575,-74.2245596
15098,40.7812187,-74.1648695
43209,40.74205664,-74.2245292
34481,40.7499401,-74.1840746
15047,40.78116725,-74.1659067
43466,40.74425732,-74.2246066
34480,40.74983849,-74.1841363
15103,40.7816081,-74.1646662
43553,40.74500347,-74.2250664
34441,40.7498112,-74.183774
15135,40.78083859,-74.1634254
43523,40.74312573,-74.2265739
34436,40.75016505,-74.1839506
14305,40.7801397,-74.168462
14304,40.78007279,-74.1684967
43448,40.74364079,-74.2255263
15111,40.78154102,-74.1647012
43449,40.74358228,-74.2255733
15057,40.78197216,-74.1654863
6682,40.74526691,-74.1870609
15115,40.7799915,-74.1644919
6684,40.74522308,-74.1869274
43522,40.74306688,-74.2266213
15913,40.78367654,-74.1677696
43423,40.7428868,-74.2261326
6680,40.74533376,-74.1872488
43274,40.74161223,-74.2253774
14241,40.78007578,-74.1666225
43422,40.74282824,-74.2261797
6699,40.74477435,-74.1865363
14247,40.77992421,-74.1661186
43412,40.74212532,-74.226745
6704,40.74492323,-74.1869877
6703,40.74489451,-74.1869005
42759,40.742594,-74.2219129
6702,40.7448645,-74.1868094
14275,40.78033859,-74.1674943
43551,40.74488686,-74.2251602
6701,40.74483394,-74.1867167
6700,40.74480334,-74.186624
43462,40.7434385,-74.2252652
6686,40.74516917,-74.1867626
6689,40.74507079,-74.1864623
14277,40.78028814,-74.1673267
43388,40.7406927,-74.227407
6688,40.74510342,-74.1865618
14243,40.78002542,-74.1664549
43273,40.74170065,-74.2253092
6690,40.74503812,-74.1863627
43525,40.74324336,-74.2264795
6687,40.74513658,-74.186663
15018,40.78224245,-74.1648188
15134,40.78090377,-74.1633871
43539,40.74412523,-74.2257715
6694,40.74486247,-74.1860546
42791,40.74228056,-74.2224179
6695,40.7447844,-74.1860939
15137,40.7807226,-74.1635246
15148,40.77988022,-74.1639655
43001,40.73914089,-74.2233624
6708,40.74505459,-74.1873735
43359,40.74268435,-74.2258717
15049,40.7813331,-74.1658201
43519,40.74289032,-74.2267637
14871,40.78151289,-74.1695227
43262,40.74275119,-74.2244648
15912,40.78364885,-74.1676774
43549,40.74477007,-74.2252541
15050,40.78140571,-74.1657821
43499,40.74429668,-74.2260569
15169,40.7813783,-74.1634761
43662,40.74205576,-74.2282032
6707,40.74501529,-74.187267
14988,40.78099244,-74.1666195
6706,40.74497925,-74.1871577
14869,40.78155395,-74.1693071
42745,40.74324947,-74.2216481
14981,40.78150101,-74.1663537
43370,40.74198127,-74.2264371
6698,40.74473301,-74.186421
14927,40.78194349,-74.1685314
14979,40.78174319,-74.1662271
43547,40.74465312,-74.2253481
15034,40.78093408,-74.1656397
43371,40.74192266,-74.2264843
15031,40.78125354,-74.1654729
43372,40.74186404,-74.2265314
14249,40.77975893,-74.1662531
43248,40.74398122,-74.223479
15052,40.78163087,-74.1656645
15053,40.78170759,-74.1656244
14921,40.78270463,-74.1681337
14922,40.7827814,-74.1680936
15104,40.78167983,-74.1646287
43521,40.743008,-74.2266689
15090,40.78064098,-74.1651711
43377,40.74151224,-74.2268143
15072,40.78163258,-74.1642649
14994,40.78114293,-74.1669291
43501,40.74417917,-74.2261511
15129,40.7809606,-74.1639239
42743,40.74329031,-74.2218204
15010,40.78106422,-74.1669701
15117,40.78013591,-74.1643179
43002,40.73907531,-74.2233892
15158,40.78161059,-74.1635482
